SNo;Name;Symbol;Date;High;Low;Open;Close;Volume;Marketcap;Rank
1183;Bitcoin;BTC;24/07/2016;663.11;652.79;655.41;661.28;118184000.00;10432244355;1
1184;Bitcoin;BTC;25/07/2016;661.83;653.4;661.26;654.1;78176496.00;10319876749;1
1185;Bitcoin;BTC;26/07/2016;656.22;645.88;654.23;651.78;225135008.00;10284392843;1
1186;Bitcoin;BTC;27/07/2016;657.46;648.45;651.63;654.35;147460992.00;10325917979;1
1187;Bitcoin;BTC;28/07/2016;657.59;654.49;654.49;655.03;86428400.00;10337749269;1
1188;Bitcoin;BTC;29/07/2016;657.8;654.79;655.11;656.99;60703500.00;10369809306;1
1189;Bitcoin;BTC;30/07/2016;658.22;654.21;657.01;655.05;38456100.00;10340045284;1
1190;Bitcoin;BTC;31/07/2016;655.28;624.36;655.1;624.68;110818000.00;9861866433;1
1191;Bitcoin;BTC;1/08/2016;626.12;605.88;624.6;606.27;121887000.00;9572348580;1
1192;Bitcoin;BTC;2/08/2016;612.85;531.33;606.4;547.47;330932992.00;8644864335;1
1193;Bitcoin;BTC;3/08/2016;573.36;541.55;548.66;566.35;207982000.00;8944279139;1
1194;Bitcoin;BTC;4/08/2016;579.5;565.78;566.33;578.29;125292000.00;9133817995;1
1195;Bitcoin;BTC;5/08/2016;578.28;569.98;578.28;575.04;66127900.00;9083715053;1
1196;Bitcoin;BTC;6/08/2016;588.4;569.47;575.03;587.78;80797296.00;9286055404;1
1197;Bitcoin;BTC;7/08/2016;597.51;586.82;587.77;592.69;82398400.00;9364710627;1
1198;Bitcoin;BTC;8/08/2016;592.99;588.05;592.74;591.05;61194100.00;9339910963;1
1199;Bitcoin;BTC;9/08/2016;591.09;584.79;591.04;587.8;92228096.00;9289374235;1
1200;Bitcoin;BTC;10/08/2016;599.98;586.37;587.65;592.1;102905000.00;9358441335;1
1201;Bitcoin;BTC;11/08/2016;597.54;589.12;592.12;589.12;74514400.00;9312340020;1
1202;Bitcoin;BTC;12/08/2016;589.91;583.81;588.8;587.56;69218000.00;9288722581;1
1203;Bitcoin;BTC;13/08/2016;589.77;584.98;587.36;585.59;43563000.00;9258715472;1
1204;Bitcoin;BTC;14/08/2016;585.67;564.78;585.59;570.47;60851100.00;9020848475;1
1205;Bitcoin;BTC;15/08/2016;573.58;563.24;570.49;567.24;57262300.00;8970719083;1
1206;Bitcoin;BTC;16/08/2016;581.74;566.72;567.24;577.44;58405200.00;9132941526;1
1207;Bitcoin;BTC;17/08/2016;580.89;571.43;577.76;573.22;54443000.00;9066995409;1
1208;Bitcoin;BTC;18/08/2016;577.79;573.43;573.71;574.32;59896600.00;9085487925;1
1209;Bitcoin;BTC;19/08/2016;578.24;574.18;574.34;575.63;50631600.00;9107313927;1
1210;Bitcoin;BTC;20/08/2016;582.82;575.46;576.08;581.7;45301400.00;9204384754;1
1211;Bitcoin;BTC;21/08/2016;584.16;580.22;581.94;581.31;38299400.00;9199366517;1
1212;Bitcoin;BTC;22/08/2016;588.45;580.59;581.31;586.75;72844000.00;9286647694;1
1213;Bitcoin;BTC;23/08/2016;589.47;581.63;586.77;583.41;85349200.00;9234845697;1
1214;Bitcoin;BTC;24/08/2016;583.59;579.85;583.41;580.18;56328200.00;9184728961;1
1215;Bitcoin;BTC;25/08/2016;580.45;575.17;580.18;577.76;136130000.00;9147297036;1
1216;Bitcoin;BTC;26/08/2016;580.62;576.86;577.75;579.65;48856800.00;9178145243;1
1217;Bitcoin;BTC;27/08/2016;579.84;568.63;579.45;569.95;59698300.00;9025464112;1
1218;Bitcoin;BTC;28/08/2016;574.04;569.74;569.83;573.91;86301600.00;9089312935;1
1219;Bitcoin;BTC;29/08/2016;576.28;573.47;574.07;574.11;110398000.00;9093420855;1
1220;Bitcoin;BTC;30/08/2016;578.36;574.11;574.11;577.5;70342400.00;9148340524;1
1221;Bitcoin;BTC;31/08/2016;577.86;573.64;577.59;575.47;75840896.00;9117106217;1
1222;Bitcoin;BTC;1/09/2016;576.31;571.81;575.55;572.3;76923400.00;9067854884;1
1223;Bitcoin;BTC;2/09/2016;575.64;570.81;572.41;575.54;79910800.00;9120159589;1
1224;Bitcoin;BTC;3/09/2016;599.5;574.06;575.55;598.21;159014000.00;9480380026;1
1225;Bitcoin;BTC;4/09/2016;611.84;596.85;598.59;608.63;97942896.00;9646846465;1
1226;Bitcoin;BTC;5/09/2016;609.05;602.24;608.99;606.59;82446800.00;9615468145;1
1227;Bitcoin;BTC;6/09/2016;610.83;605.09;606.51;610.44;78529104.00;9677437248;1
1228;Bitcoin;BTC;7/09/2016;614.54;608.51;610.57;614.54;75032400.00;9743676240;1
1229;Bitcoin;BTC;8/09/2016;628.77;613.84;614.64;626.32;86713000.00;9931412644;1
1230;Bitcoin;BTC;9/09/2016;626.83;620.26;626.35;622.86;64550200.00;9877681032;1
1231;Bitcoin;BTC;10/09/2016;625.09;622.4;622.93;623.51;45016800.00;9889124590;1
1232;Bitcoin;BTC;11/09/2016;628.82;600.51;623.42;606.72;73610800.00;9624021892;1
1233;Bitcoin;BTC;12/09/2016;608.46;605.41;607.01;608.24;72812304.00;9649385919;1
1234;Bitcoin;BTC;13/09/2016;611.19;606.92;608.03;609.24;86920600.00;9666424848;1
1235;Bitcoin;BTC;14/09/2016;611.95;608.41;608.84;610.68;47877700.00;9690463177;1
1236;Bitcoin;BTC;15/09/2016;611.09;607.16;610.59;607.16;59464600.00;9635571708;1
1237;Bitcoin;BTC;16/09/2016;609.26;606.73;607.25;606.97;64963400.00;9633710359;1
1238;Bitcoin;BTC;17/09/2016;607.86;605.19;607.22;605.98;37140300.00;9619198525;1
1239;Bitcoin;BTC;18/09/2016;610.16;605.86;606.28;609.87;48679400.00;9682008337;1
1240;Bitcoin;BTC;19/09/2016;610.93;608.27;609.87;609.23;54796400.00;9672709264;1
1241;Bitcoin;BTC;20/09/2016;609.53;607.94;609.25;608.31;72710896.00;9659269452;1
1242;Bitcoin;BTC;21/09/2016;603.59;595.88;603.59;597.15;82776200.00;9483211005;1
1243;Bitcoin;BTC;22/09/2016;598.49;596.21;597.28;596.3;67085300.00;9470698215;1
1244;Bitcoin;BTC;23/09/2016;603.21;595.79;596.2;602.84;51067000.00;9575631549;1
1245;Bitcoin;BTC;24/09/2016;604.58;602.04;602.96;602.63;35359500.00;9573385118;1
1246;Bitcoin;BTC;25/09/2016;603.38;599.71;602.75;600.83;33977800.00;9546132575;1
1247;Bitcoin;BTC;26/09/2016;608.14;600.35;600.81;608.04;59153800.00;9661922446;1
1248;Bitcoin;BTC;27/09/2016;608.25;604.11;608.02;606.17;49422400.00;9633311305;1
1249;Bitcoin;BTC;28/09/2016;606.59;604.61;606.24;604.73;48722600.00;9611532319;1
1250;Bitcoin;BTC;29/09/2016;606.82;604.85;605.02;605.69;55658600.00;9627902106;1
1251;Bitcoin;BTC;30/09/2016;609.73;604.14;605.72;609.73;56122400.00;9693198750;1
1252;Bitcoin;BTC;1/10/2016;615.24;609.93;609.93;613.98;56357000.00;9761887632;1
1253;Bitcoin;BTC;2/10/2016;614.01;609.68;613.95;610.89;39249800.00;9713776587;1
1254;Bitcoin;BTC;3/10/2016;612.57;610.46;610.97;612.13;46798300.00;9734618878;1
1255;Bitcoin;BTC;4/10/2016;612.05;609.48;612.05;610.2;49801600.00;9705099355;1
1256;Bitcoin;BTC;5/10/2016;613.81;609.62;610.22;612.51;68077504.00;9743018924;1
1257;Bitcoin;BTC;6/10/2016;613.82;611.47;612.47;613.02;56812100.00;9752315689;1
1258;Bitcoin;BTC;7/10/2016;617.91;611.82;612.61;617.12;64071400.00;9818599994;1
1259;Bitcoin;BTC;8/10/2016;619.85;617.34;617.34;619.11;42345900.00;9851461946;1
1260;Bitcoin;BTC;9/10/2016;619.2;616.61;619.17;616.75;39243400.00;9815156618;1
1261;Bitcoin;BTC;10/10/2016;621.32;616.2;616.82;618.99;67481104.00;9851764897;1
1262;Bitcoin;BTC;11/10/2016;642.08;618.5;619.24;641.07;103590000.00;10204214839;1
1263;Bitcoin;BTC;12/10/2016;641.34;635.97;640.87;636.19;92370200.00;10127644784;1
1264;Bitcoin;BTC;13/10/2016;638.83;635.03;636.03;636.79;61620700.00;10138078870;1
1265;Bitcoin;BTC;14/10/2016;641.28;637.01;637.01;640.38;58144600.00;10196303437;1
1266;Bitcoin;BTC;15/10/2016;642.1;637.39;640.31;638.65;39035400.00;10169814232;1
1267;Bitcoin;BTC;16/10/2016;642.9;638.9;639.08;641.63;40298100.00;10218348388;1
1268;Bitcoin;BTC;17/10/2016;642.33;638.66;641.82;639.19;58063600.00;10180488274;1
1269;Bitcoin;BTC;18/10/2016;640.74;636;639.41;637.96;65546700.00;10162029114;1
1270;Bitcoin;BTC;19/10/2016;638.87;628.01;638.13;630.52;69381696.00;10044471117;1
1271;Bitcoin;BTC;20/10/2016;631.92;628.26;630.66;630.86;56957300.00;10050854099;1
1272;Bitcoin;BTC;21/10/2016;634.09;630.69;630.83;632.83;55951000.00;10083501603;1
1273;Bitcoin;BTC;22/10/2016;658.2;632.85;633.14;657.29;78556496.00;10474463658;1
1274;Bitcoin;BTC;23/10/2016;661.13;653.89;657.62;657.07;54474600.00;10472100602;1
1275;Bitcoin;BTC;24/10/2016;657.25;652.59;657.16;653.76;62218200.00;10420469172;1
1276;Bitcoin;BTC;25/10/2016;664.42;653.7;654;657.59;90378800.00;10482565592;1
1277;Bitcoin;BTC;26/10/2016;679.73;657.68;657.68;678.3;88877104.00;10813913071;1
1278;Bitcoin;BTC;27/10/2016;688.59;678.04;678.21;688.31;96105296.00;10974828655;1
1279;Bitcoin;BTC;28/10/2016;690.44;684.16;688;689.65;81145504.00;10997420362;1
1280;Bitcoin;BTC;29/10/2016;720.4;690.05;690.29;714.48;134760992.00;11394596830;1
1281;Bitcoin;BTC;30/10/2016;714.12;696.47;714.12;701.86;100665000.00;11194834676;1
1282;Bitcoin;BTC;31/10/2016;709.29;691.68;702.64;700.97;97064400.00;11181852070;1
1283;Bitcoin;BTC;1/11/2016;736.45;701.34;701.34;729.79;130527000.00;11642863554;1
1284;Bitcoin;BTC;2/11/2016;740.83;722.35;730.07;740.83;84865200.00;11820110421;1
1285;Bitcoin;BTC;3/11/2016;745.77;678.16;742.35;688.7;172808000.00;10989660280;1
1286;Bitcoin;BTC;4/11/2016;706.93;685.56;689.12;703.23;99907696.00;11222575748;1
1287;Bitcoin;BTC;5/11/2016;707.51;697.74;703.53;703.42;53752300.00;11226736982;1
1288;Bitcoin;BTC;6/11/2016;714.26;699.56;703.81;711.52;59902200.00;11357385316;1
1289;Bitcoin;BTC;7/11/2016;710.74;699.9;710.74;703.13;65047100.00;11224670783;1
1290;Bitcoin;BTC;8/11/2016;712.99;702.39;703.09;709.85;79660800.00;11333339468;1
1291;Bitcoin;BTC;9/11/2016;740.05;708.61;709.83;723.27;132429000.00;11548965779;1
1292;Bitcoin;BTC;10/11/2016;723.02;711.21;722.84;715.53;68807800.00;11426817526;1
1293;Bitcoin;BTC;11/11/2016;718.32;714.41;715.55;716.41;63119700.00;11442241390;1
1294;Bitcoin;BTC;12/11/2016;717.15;704.03;716.75;705.05;64622500.00;11262273136;1
1295;Bitcoin;BTC;13/11/2016;705.26;687.32;705.2;702.03;80318096.00;11215181107;1
1296;Bitcoin;BTC;14/11/2016;706.28;699.81;702;705.02;62993000.00;11271073434;1
1297;Bitcoin;BTC;15/11/2016;715.72;705.26;705.79;711.62;72038496.00;11377924616;1
1298;Bitcoin;BTC;16/11/2016;747.61;709.04;711.17;744.2;141294000.00;11900441939;1
1299;Bitcoin;BTC;17/11/2016;755.65;739.51;744.88;740.98;108579000.00;11850398479;1
1300;Bitcoin;BTC;18/11/2016;752.88;736.89;740.71;751.59;87363104.00;12021432968;1
1301;Bitcoin;BTC;19/11/2016;756.24;744.47;751.83;751.62;110608000.00;12023262925;1
1302;Bitcoin;BTC;20/11/2016;755.48;717.94;751.88;731.03;154116000.00;11695081878;1
1303;Bitcoin;BTC;21/11/2016;741.72;730.51;731.27;739.25;60802400.00;11827902946;1
1304;Bitcoin;BTC;22/11/2016;753.87;736.53;739.64;751.35;129906000.00;12022735372;1
1305;Bitcoin;BTC;23/11/2016;752.25;738.92;751.74;744.59;76543800.00;11916054235;1
1306;Bitcoin;BTC;24/11/2016;746.83;733.49;744.62;740.29;85919296.00;11848658575;1
1307;Bitcoin;BTC;25/11/2016;741.65;734.59;740.44;741.65;67807600.00;11871816579;1
1308;Bitcoin;BTC;26/11/2016;742.21;729.63;741.51;735.38;54962700.00;11772895899;1
1309;Bitcoin;BTC;27/11/2016;739.02;731.09;735.44;732.03;52601800.00;11720648987;1
1310;Bitcoin;BTC;28/11/2016;738.01;732.48;732.48;735.81;61888600.00;11782628755;1
1311;Bitcoin;BTC;29/11/2016;737.47;734.56;736.33;735.6;68511104.00;11780661280;1
1312;Bitcoin;BTC;30/11/2016;747.93;736.27;736.28;745.69;84070800.00;11943536630;1
1313;Bitcoin;BTC;1/12/2016;758.28;746.05;746.05;756.77;80461904.00;12122431239;1
1314;Bitcoin;BTC;2/12/2016;781.3;757.54;757.54;777.94;127605000.00;12462935160;1
1315;Bitcoin;BTC;3/12/2016;778.25;764.86;778.25;771.16;69547296.00;12355811709;1
1316;Bitcoin;BTC;4/12/2016;773.87;768.16;771.64;773.87;60557900.00;12400766376;1
1317;Bitcoin;BTC;5/12/2016;773.47;751.71;773.39;758.7;106363000.00;12159115875;1
1318;Bitcoin;BTC;6/12/2016;765.62;758.72;758.72;764.22;116218000.00;12249086971;1
1319;Bitcoin;BTC;7/12/2016;771.54;759.75;764.21;768.13;96426096.00;12313376414;1
1320;Bitcoin;BTC;8/12/2016;774.7;765.95;768.08;770.81;80111904.00;12357837893;1
1321;Bitcoin;BTC;9/12/2016;774.53;769.65;769.94;772.79;68705296.00;12390863077;1
1322;Bitcoin;BTC;10/12/2016;777.09;772.91;773.02;774.65;53843100.00;12421967470;1
1323;Bitcoin;BTC;11/12/2016;774.8;765.41;774.75;769.73;57313400.00;12344888048;1
1324;Bitcoin;BTC;12/12/2016;781.92;770.04;770.04;780.09;76571000.00;12512497969;1
1325;Bitcoin;BTC;13/12/2016;788.46;777.96;780.65;780.56;81645600.00;12521776922;1
1326;Bitcoin;BTC;14/12/2016;782.03;776.84;780.01;781.48;75979000.00;12534369129;1
1327;Bitcoin;BTC;15/12/2016;781.43;777.8;780.07;778.09;81580096.00;12484761985;1
1328;Bitcoin;BTC;16/12/2016;785.03;778.96;778.96;784.91;83608200.00;12595490539;1
1329;Bitcoin;BTC;17/12/2016;792.51;784.86;785.17;790.83;78989800.00;12691945028;1
1330;Bitcoin;BTC;18/12/2016;794.74;788.03;791.01;790.53;60524400.00;12688510068;1
1331;Bitcoin;BTC;19/12/2016;793.61;790.32;790.69;792.71;74886400.00;12725090633;1
1332;Bitcoin;BTC;20/12/2016;801.34;791.5;792.25;800.88;99629296.00;12857473134;1
1333;Bitcoin;BTC;21/12/2016;834.28;799.41;800.64;834.28;155576000.00;13395445163;1
1334;Bitcoin;BTC;22/12/2016;875.78;834.15;834.18;864.54;200027008.00;13882988216;1
1335;Bitcoin;BTC;23/12/2016;925.12;864.68;864.89;921.98;275564000.00;14807189352;1
1336;Bitcoin;BTC;24/12/2016;923.48;886.34;922.18;898.82;137727008.00;14436754927;1
1337;Bitcoin;BTC;25/12/2016;899.65;862.42;899.65;896.18;143664992.00;14396194094;1
1338;Bitcoin;BTC;26/12/2016;913.18;896.9;896.91;907.61;123771000.00;14581389977;1
1339;Bitcoin;BTC;27/12/2016;940.05;904.26;908.35;933.2;167308000.00;14994286713;1
1340;Bitcoin;BTC;28/12/2016;975.92;934.83;934.83;975.92;236630000.00;15682769405;1
1341;Bitcoin;BTC;29/12/2016;979.4;954.5;975.13;973.5;199320000.00;15645617392;1
1342;Bitcoin;BTC;30/12/2016;972.53;934.83;972.53;961.24;187474000.00;15450507055;1
1343;Bitcoin;BTC;31/12/2016;963.74;947.24;960.63;963.74;99135104.00;15492554222;1
1344;Bitcoin;BTC;1/01/2017;1003.08;958.7;963.66;998.33;147775008.00;16050407461;1
1345;Bitcoin;BTC;2/01/2017;1031.39;996.7;998.62;1021.75;222184992.00;16429024775;1
1346;Bitcoin;BTC;3/01/2017;1044.08;1021.6;1021.6;1043.84;185168000.00;16786368910;1
1347;Bitcoin;BTC;4/01/2017;1159.42;1044.4;1044.4;1154.73;344945984.00;18571869009;1
1348;Bitcoin;BTC;5/01/2017;1191.1;910.42;1156.73;1013.38;510199008.00;16300254795;1
1349;Bitcoin;BTC;6/01/2017;1046.81;883.94;1014.24;902.2;351876000.00;14513695758;1
1350;Bitcoin;BTC;7/01/2017;908.59;823.56;903.49;908.59;279550016.00;14618030536;1
1351;Bitcoin;BTC;8/01/2017;942.72;887.25;908.17;911.2;158715008.00;14661966429;1
1352;Bitcoin;BTC;9/01/2017;913.69;879.81;913.24;902.83;141876992.00;14528815565;1
1353;Bitcoin;BTC;10/01/2017;914.87;901.06;902.44;907.68;115808000.00;14608685049;1
1354;Bitcoin;BTC;11/01/2017;919.45;762.77;908.11;777.76;310928992.00;12519135996;1
1355;Bitcoin;BTC;12/01/2017;826.25;755.76;775.18;804.83;222326000.00;12956730411;1
1356;Bitcoin;BTC;13/01/2017;829;780;803.74;823.98;168968000.00;13266554392;1
1357;Bitcoin;BTC;14/01/2017;835.09;812.46;825.14;818.41;93063296.00;13178601992;1
1358;Bitcoin;BTC;15/01/2017;823.31;812.87;818.14;821.8;71013600.00;13234840657;1
1359;Bitcoin;BTC;16/01/2017;834.53;820.27;821.78;831.53;82755200.00;13393372620;1
1360;Bitcoin;BTC;17/01/2017;910.56;830.8;830.95;907.94;155095008.00;14625779851;1
1361;Bitcoin;BTC;18/01/2017;917.5;858.3;909.37;886.62;225676992.00;14284036613;1
1362;Bitcoin;BTC;19/01/2017;904.61;884.34;888.34;899.07;105625000.00;14486616700;1
1363;Bitcoin;BTC;20/01/2017;899.4;887.01;898.17;895.03;86728400.00;14423545371;1
1364;Bitcoin;BTC;21/01/2017;927.37;895.53;895.55;921.79;111158000.00;14856911163;1
1365;Bitcoin;BTC;22/01/2017;937.53;897.56;922.21;924.67;116573000.00;14905439337;1
1366;Bitcoin;BTC;23/01/2017;928.27;916.74;925.5;921.01;73588600.00;14848013909;1
1367;Bitcoin;BTC;24/01/2017;924.15;892.29;910.68;892.69;111349000.00;14393026385;1
1368;Bitcoin;BTC;25/01/2017;903.25;891.69;891.92;901.54;120831000.00;14537488261;1
1369;Bitcoin;BTC;26/01/2017;919.33;902.22;902.4;917.59;131958000.00;14797955301;1
1370;Bitcoin;BTC;27/01/2017;923.22;915.85;918.36;919.75;125594000.00;14834831700;1
1371;Bitcoin;BTC;28/01/2017;923.91;919.81;919.81;921.59;68979600.00;14866260449;1
1372;Bitcoin;BTC;29/01/2017;923.42;919.15;922.07;919.5;60851700.00;14834377926;1
1373;Bitcoin;BTC;30/01/2017;923.05;919.47;920.15;920.38;78227296.00;14850351605;1
1374;Bitcoin;BTC;31/01/2017;972.02;920.96;920.96;970.4;164582000.00;15659186515;1
1375;Bitcoin;BTC;1/02/2017;989.11;970.74;970.94;989.02;150110000.00;15962015276;1
1376;Bitcoin;BTC;2/02/2017;1013.52;983.22;990;1011.8;145820992.00;16331615570;1
1377;Bitcoin;BTC;3/02/2017;1033.87;1008.79;1011.46;1029.91;201278000.00;16625849489;1
1378;Bitcoin;BTC;4/02/2017;1045.9;1015.16;1031.33;1042.9;155064000.00;16837411920;1
1379;Bitcoin;BTC;5/02/2017;1043.63;1022.37;1043.52;1027.34;114208000.00;16588240157;1
1380;Bitcoin;BTC;6/02/2017;1044.64;1028.16;1028.4;1038.15;111762000.00;16764422010;1
1381;Bitcoin;BTC;7/02/2017;1061.93;1040.14;1040.14;1061.35;146007008.00;17141080574;1
1382;Bitcoin;BTC;8/02/2017;1078.97;1037.49;1062.32;1063.07;201855008.00;17170799127;1
1383;Bitcoin;BTC;9/02/2017;1088.99;953.34;1064.7;994.38;407220000.00;16063448932;1
1384;Bitcoin;BTC;10/02/2017;998.91;946.69;995.63;988.67;190452000.00;15973053725;1
1385;Bitcoin;BTC;11/02/2017;1009.29;982.83;988.9;1004.45;102261000.00;16229677099;1
1386;Bitcoin;BTC;12/02/2017;1004.76;996.92;1003.52;999.18;67530000.00;16146290349;1
1387;Bitcoin;BTC;13/02/2017;1002.1;976;998.89;990.64;100607000.00;16010322103;1
1388;Bitcoin;BTC;14/02/2017;1011.51;986.47;991.73;1004.55;137946000.00;16237219721;1
1389;Bitcoin;BTC;15/02/2017;1008.84;1001.58;1006.21;1007.48;89759400.00;16286329282;1
1390;Bitcoin;BTC;16/02/2017;1033.37;1007.65;1007.65;1027.44;122277000.00;16610905026;1
1391;Bitcoin;BTC;17/02/2017;1053.17;1025.64;1026.12;1046.21;136474000.00;16916338976;1
1392;Bitcoin;BTC;18/02/2017;1061.1;1046.96;1049.21;1054.42;99073504.00;17051064834;1
1393;Bitcoin;BTC;19/02/2017;1056.81;1043.46;1054.76;1047.87;77423296.00;16946913346;1
1394;Bitcoin;BTC;20/02/2017;1080.49;1041.69;1048.69;1079.98;109478000.00;17468244508;1
1395;Bitcoin;BTC;21/02/2017;1117.25;1076.93;1079.28;1115.3;186868992.00;18041455273;1
1396;Bitcoin;BTC;22/02/2017;1125.39;1100.55;1114.8;1117.44;136100000.00;18077985665;1
1397;Bitcoin;BTC;23/02/2017;1176.62;1116.96;1117.27;1166.72;189454000.00;18877442096;1
1398;Bitcoin;BTC;24/02/2017;1200.39;1131.96;1172.71;1173.68;330759008.00;18992415818;1
1399;Bitcoin;BTC;25/02/2017;1174.85;1124.59;1170.41;1143.84;139960992.00;18511906560;1
1400;Bitcoin;BTC;26/02/2017;1167.47;1130.2;1144.27;1165.2;116486000.00;18860247630;1
1401;Bitcoin;BTC;27/02/2017;1181.98;1163.38;1163.78;1179.97;131570000.00;19101427518;1
1402;Bitcoin;BTC;28/02/2017;1193.25;1171.82;1180.72;1179.97;184956000.00;19103684801;1
1403;Bitcoin;BTC;1/03/2017;1222.5;1179.69;1180.04;1222.5;229056992.00;19794459608;1
1404;Bitcoin;BTC;2/03/2017;1262.13;1215.62;1224.68;1251.01;368275008.00;20258543188;1
1405;Bitcoin;BTC;3/03/2017;1280.31;1250.71;1250.71;1274.99;315739008.00;20649259919;1
1406;Bitcoin;BTC;4/03/2017;1279.4;1230.51;1277.43;1255.15;183270000.00;20329978338;1
1407;Bitcoin;BTC;5/03/2017;1267.29;1238.06;1254.29;1267.12;134127000.00;20526235270;1
1408;Bitcoin;BTC;6/03/2017;1276;1264.6;1267.47;1272.83;153656992.00;20620991547;1
1409;Bitcoin;BTC;7/03/2017;1275.55;1204.8;1273.21;1223.54;291256000.00;19824773912;1
1410;Bitcoin;BTC;8/03/2017;1232.16;1148.08;1223.23;1150;332603008.00;18635275050;1
1411;Bitcoin;BTC;9/03/2017;1197.46;1141.23;1150.35;1188.49;212283008.00;19261188310;1
1412;Bitcoin;BTC;10/03/2017;1270.47;1077.25;1189.36;1116.72;563795968.00;18100188612;1
1413;Bitcoin;BTC;11/03/2017;1193.83;1116.32;1116.32;1175.83;283320000.00;19060468862;1
1414;Bitcoin;BTC;12/03/2017;1226.98;1175.36;1176.62;1221.38;227176000.00;19801195767;1
1415;Bitcoin;BTC;13/03/2017;1237.37;1217.03;1221.78;1231.92;380276992.00;19974334865;1
1416;Bitcoin;BTC;14/03/2017;1244.81;1220.72;1232.16;1240;245306000.00;20107761880;1
1417;Bitcoin;BTC;15/03/2017;1251.61;1239.75;1240.16;1249.61;297804992.00;20265831337;1
1418;Bitcoin;BTC;16/03/2017;1257.98;1152.44;1251.33;1187.81;638568000.00;19265847025;1
1419;Bitcoin;BTC;17/03/2017;1180.16;1099.57;1180.16;1100.23;706598976.00;17847435957;1
1420;Bitcoin;BTC;18/03/2017;1114.07;957.66;1099.69;973.82;621302016.00;15798760668;1
1421;Bitcoin;BTC;19/03/2017;1069.91;976.73;976.73;1036.74;406648000.00;16821676707;1
1422;Bitcoin;BTC;20/03/2017;1063.03;1036.68;1037.24;1054.23;286529984.00;17107266418;1
1423;Bitcoin;BTC;21/03/2017;1122.43;1055.36;1055.36;1120.54;337391008.00;18185299687;1
1424;Bitcoin;BTC;22/03/2017;1120.65;1014.21;1120.65;1049.14;380840992.00;17028630158;1
1425;Bitcoin;BTC;23/03/2017;1058.01;1028.93;1050.05;1038.59;248540000.00;16859314109;1
1426;Bitcoin;BTC;24/03/2017;1040.47;934.36;1038.45;937.52;491038016.00;15220718764;1
1427;Bitcoin;BTC;25/03/2017;975.76;903.71;936.54;972.78;435803008.00;15794781102;1
1428;Bitcoin;BTC;26/03/2017;1007.96;954.19;974.02;966.72;303668000.00;15698465531;1
1429;Bitcoin;BTC;27/03/2017;1046.4;971.98;972.05;1045.77;372535008.00;16983801541;1
1430;Bitcoin;BTC;28/03/2017;1064.65;1027.73;1044.58;1047.15;326332000.00;17008241726;1
1431;Bitcoin;BTC;29/03/2017;1055.13;1015.88;1046.08;1039.97;298457984.00;16893415156;1
1432;Bitcoin;BTC;30/03/2017;1049.29;1020.04;1042.21;1026.43;352968992.00;16675587066;1
1433;Bitcoin;BTC;31/03/2017;1074.92;1026.64;1026.64;1071.79;447287008.00;17414322808;1
1434;Bitcoin;BTC;1/04/2017;1091.72;1061.09;1071.71;1080.5;289633984.00;17557597716;1
1435;Bitcoin;BTC;2/04/2017;1107.59;1075.45;1080.61;1102.17;514187008.00;17911915755;1
1436;Bitcoin;BTC;3/04/2017;1151.74;1102.95;1102.95;1143.81;580444032.00;18591158323;1
1437;Bitcoin;BTC;4/04/2017;1156.44;1120.52;1145.52;1133.25;436310016.00;18421262063;1
1438;Bitcoin;BTC;5/04/2017;1135.09;1113.63;1134.14;1124.78;414784000.00;18285857775;1
1439;Bitcoin;BTC;6/04/2017;1188.37;1125.81;1125.81;1182.68;511222016.00;19229356147;1
1440;Bitcoin;BTC;7/04/2017;1186.58;1163.39;1178.94;1176.9;317022016.00;19137747435;1
1441;Bitcoin;BTC;8/04/2017;1184.98;1162.58;1172.65;1175.95;209312000.00;19124327856;1
1442;Bitcoin;BTC;9/04/2017;1197.21;1171.86;1176.57;1187.87;242343008.00;19320511927;1
1443;Bitcoin;BTC;10/04/2017;1190.34;1179.04;1187.3;1187.13;215883008.00;19310642460;1
1444;Bitcoin;BTC;11/04/2017;1208.07;1187.46;1187.46;1205.01;216182000.00;19604036563;1
1445;Bitcoin;BTC;12/04/2017;1207.14;1196.76;1204.81;1200.37;288702016.00;19530680104;1
1446;Bitcoin;BTC;13/04/2017;1205.89;1156.44;1201.02;1169.28;351968992.00;19026699552;1
1447;Bitcoin;BTC;14/04/2017;1190.8;1159.79;1170.33;1167.54;254827008.00;19000400018;1
1448;Bitcoin;BTC;15/04/2017;1188;1164.96;1167.3;1172.52;203559008.00;19083656460;1
1449;Bitcoin;BTC;16/04/2017;1187.22;1172.61;1172.61;1182.94;183231008.00;19255408766;1
1450;Bitcoin;BTC;17/04/2017;1194.9;1172.65;1183.25;1193.91;253206000.00;19436033390;1
1451;Bitcoin;BTC;18/04/2017;1217.57;1193.77;1193.77;1211.67;270524000.00;19727334977;1
1452;Bitcoin;BTC;19/04/2017;1215.51;1205.08;1212.13;1210.29;288060992.00;19707045565;1
1453;Bitcoin;BTC;20/04/2017;1240.79;1208.41;1211.08;1229.08;315108000.00;20015137622;1
1454;Bitcoin;BTC;21/04/2017;1235.94;1215.56;1229.42;1222.05;272167008.00;19903192286;1
1455;Bitcoin;BTC;22/04/2017;1235.56;1208.47;1222.71;1231.71;249320000.00;20062753908;1
