SNo;Name;Symbol;Date;High;Low;Open;Close;Volume;Marketcap;Rank
4591;Ethereum;ETH;24/12/2019;131.67;127.31;128.63;129.06;7961819689.00;14070696528;2
4592;Ethereum;ETH;25/12/2019;129.07;124.89;129.07;126.45;8418019054.00;13787538200;2
4593;Ethereum;ETH;26/12/2019;130.9;125.41;126.49;126.36;8600871980.00;13778664460;2
4594;Ethereum;ETH;27/12/2019;128.1;124.82;126.37;127.21;8299390176.00;13873046817;2
4595;Ethereum;ETH;28/12/2019;130.26;126.9;127.21;128.32;8069298610.00;13995233088;2
4596;Ethereum;ETH;29/12/2019;136.81;128;128.27;134.76;9708776786.00;14698483422;2
4597;Ethereum;ETH;30/12/2019;136.76;131.55;134.8;132.63;9796951716.00;14468140712;2
4598;Ethereum;ETH;31/12/2019;133.73;128.8;132.61;129.61;8936866397.00;14139765786;2
4599;Ethereum;ETH;1/01/2020;132.84;129.2;129.63;130.8;7935230330.00;14271059633;2
4600;Ethereum;ETH;2/01/2020;130.82;126.95;130.82;127.41;8032709256.00;13902505466;2
4601;Ethereum;ETH;3/01/2020;134.55;126.49;127.41;134.17;10476845358.00;14642130120;2
4602;Ethereum;ETH;4/01/2020;136.05;133.04;134.17;135.07;7430904515.00;14741946278;2
4603;Ethereum;ETH;5/01/2020;139.41;135.05;135.07;136.28;7526675353.00;14875569430;2
4604;Ethereum;ETH;6/01/2020;144.33;136.08;136.31;144.3;9093747121.00;15753803340;2
4605;Ethereum;ETH;7/01/2020;145;140.49;144.31;143.54;9257954672.00;15672773110;2
4606;Ethereum;ETH;8/01/2020;146.83;138.27;143.49;141.26;9387194957.00;15425115411;2
4607;Ethereum;ETH;9/01/2020;141.39;136.24;141.16;138.98;7697325348.00;15178151517;2
4608;Ethereum;ETH;10/01/2020;144.17;135.52;138.97;143.96;9084816203.00;15724494553;2
4609;Ethereum;ETH;11/01/2020;146.48;142.21;143.41;142.93;9332208590.00;15613213640;2
4610;Ethereum;ETH;12/01/2020;146.15;142.71;143.03;145.87;8528167453.00;15937115426;2
4611;Ethereum;ETH;13/01/2020;146.79;142.91;146.22;144.23;8378529470.00;15759102081;2
4612;Ethereum;ETH;14/01/2020;167.68;144.06;144.25;165.96;16712318373.00;18135588271;2
4613;Ethereum;ETH;15/01/2020;170.43;161.11;165.73;166.23;15173694057.00;18167930411;2
4614;Ethereum;ETH;16/01/2020;167.06;159.71;166.33;164.39;13735193018.00;17969103321;2
4615;Ethereum;ETH;17/01/2020;173.07;162.78;164.49;170.78;14997091826.00;18669811576;2
4616;Ethereum;ETH;18/01/2020;178.53;166.79;170.75;175.37;14929342256.00;19173512823;2
4617;Ethereum;ETH;19/01/2020;177.25;163.68;175.47;166.97;13713374132.00;18257853532;2
4618;Ethereum;ETH;20/01/2020;169.11;162.33;166.9;167.12;11144529787.00;18276600992;2
4619;Ethereum;ETH;21/01/2020;169.91;165.82;167.06;169.7;9789369362.00;18560711557;2
4620;Ethereum;ETH;22/01/2020;171.01;166.77;169.61;168.29;9209827928.00;18409534609;2
4621;Ethereum;ETH;23/01/2020;168.31;160.3;168.3;162.93;10396868698.00;17824835899;2
4622;Ethereum;ETH;24/01/2020;164.31;156.75;162.9;163.05;10657671162.00;17840465424;2
4623;Ethereum;ETH;25/01/2020;163.23;158.63;163.07;161.28;8256956802.00;17649296256;2
4624;Ethereum;ETH;26/01/2020;168.22;160.28;161.18;168.08;9261861590.00;18394952135;2
4625;Ethereum;ETH;27/01/2020;172.92;166.9;168.01;170.93;11004476145.00;18709615891;2
4626;Ethereum;ETH;28/01/2020;176.37;170.74;170.88;176.37;11772875064.00;19307396128;2
4627;Ethereum;ETH;29/01/2020;178.84;175.05;176.35;175.05;10725267311.00;19165292202;2
4628;Ethereum;ETH;30/01/2020;186.26;172.37;174.92;184.69;12604789338.00;20223232964;2
4629;Ethereum;ETH;31/01/2020;185.41;176.3;184.74;180.16;11728616394.00;19729633078;2
4630;Ethereum;ETH;1/02/2020;183.85;179.75;180.11;183.67;11569697182.00;20116913728;2
4631;Ethereum;ETH;2/02/2020;193.08;180.17;183.53;188.62;14054425389.00;20660936267;2
4632;Ethereum;ETH;3/02/2020;193.44;188.01;188.61;189.87;12392875241.00;20800183238;2
4633;Ethereum;ETH;4/02/2020;191.11;185.4;189.86;189.25;11714191695.00;20735478720;2
4634;Ethereum;ETH;5/02/2020;206.8;188.75;189.3;204.23;14865434435.00;22379510312;2
4635;Ethereum;ETH;6/02/2020;214.6;201.9;204.13;212.34;16425589683.00;23270983772;2
4636;Ethereum;ETH;7/02/2020;223.14;212.3;212.32;222.73;16673443564.00;24412375482;2
4637;Ethereum;ETH;8/02/2020;226.59;215.39;222.51;223.15;16741203125.00;24461492839;2
4638;Ethereum;ETH;9/02/2020;229.86;222.98;222.98;228.58;15031356241.00;25060056859;2
4639;Ethereum;ETH;10/02/2020;229.18;218.08;228.55;223.52;16210008511.00;24508831903;2
4640;Ethereum;ETH;11/02/2020;236.55;218.62;223.38;235.85;16964695963.00;25863852653;2
4641;Ethereum;ETH;12/02/2020;272.4;235.9;235.9;265.41;24545049386.00;29108513969;2
4642;Ethereum;ETH;13/02/2020;273.74;258.92;265.05;268.1;25801317504.00;29407537084;2
4643;Ethereum;ETH;14/02/2020;285.06;262.76;268.02;284.22;23558253463.00;31179427623;2
4644;Ethereum;ETH;15/02/2020;287.12;264.28;284.56;264.73;23682452994.00;29045044403;2
4645;Ethereum;ETH;16/02/2020;272.88;242.48;264.9;259.89;25152366643.00;28518254585;2
4646;Ethereum;ETH;17/02/2020;266.87;244.34;259.89;266.36;26024080089.00;29231690264;2
4647;Ethereum;ETH;18/02/2020;283.2;261.46;266.51;281.94;26511477187.00;30945457816;2
4648;Ethereum;ETH;19/02/2020;283.54;259.76;282.04;259.76;22679414413.00;28514562065;2
4649;Ethereum;ETH;20/02/2020;263.7;250.95;259.82;257.95;23229828870.00;28318879771;2
4650;Ethereum;ETH;21/02/2020;267;255.69;257.89;265.6;20867593292.00;29162464509;2
4651;Ethereum;ETH;22/02/2020;266.39;258.91;265.55;262.33;16906032862.00;28807130266;2
4652;Ethereum;ETH;23/02/2020;273.75;261.96;262.28;273.75;19585998814.00;30065188433;2
4653;Ethereum;ETH;24/02/2020;275.54;259.63;273.71;265.22;22400845640.00;29131114037;2
4654;Ethereum;ETH;25/02/2020;265.43;246.86;265.28;247.82;21878882134.00;27223398195;2
4655;Ethereum;ETH;26/02/2020;249.65;221.27;247.74;225.68;26235617201.00;24794645345;2
4656;Ethereum;ETH;27/02/2020;237.23;212.66;225.69;226.75;25645522790.00;24915636231;2
4657;Ethereum;ETH;28/02/2020;234.21;216.35;226.99;226.76;22563530559.00;24919509265;2
4658;Ethereum;ETH;29/02/2020;232.26;219.85;226.83;219.85;18181296376.00;24162913195;2
4659;Ethereum;ETH;1/03/2020;226.68;214.13;219.75;218.97;18179807469.00;24069393932;2
4660;Ethereum;ETH;2/03/2020;232.81;217.28;218.71;230.57;20305587789.00;25347534007;2
4661;Ethereum;ETH;3/03/2020;232.33;221.73;230.52;224.48;19853178572.00;24681090483;2
4662;Ethereum;ETH;4/03/2020;228.04;222.09;224.57;224.52;16567075208.00;24688386921;2
4663;Ethereum;ETH;5/03/2020;234.36;224.64;224.64;229.27;18201291785.00;25213804821;2
4664;Ethereum;ETH;6/03/2020;243.55;228.74;229.17;243.53;19374772256.00;26785082139;2
4665;Ethereum;ETH;7/03/2020;249.98;237.55;243.75;237.85;19431652027.00;26164459704;2
4666;Ethereum;ETH;8/03/2020;237.78;200.6;237.78;200.69;21381823651.00;22079071207;2
4667;Ethereum;ETH;9/03/2020;207.45;192.27;201.32;201.99;23645428606.00;22224520906;2
4668;Ethereum;ETH;10/03/2020;205.71;198.06;202.86;200.77;18344930072.00;22093126953;2
4669;Ethereum;ETH;11/03/2020;202.95;184.36;200.77;194.87;16984790291.00;21446678546;2
4670;Ethereum;ETH;12/03/2020;195.15;111.21;194.74;112.35;22134741655.00;12366138225;2
4671;Ethereum;ETH;13/03/2020;137.43;95.18;112.69;133.2;27864623061.00;14663417618;2
4672;Ethereum;ETH;14/03/2020;134.48;122.41;133.58;123.31;12740784545.00;13575727275;2
4673;Ethereum;ETH;15/03/2020;132.24;121.85;123.25;125.21;12719251813.00;13787534423;2
4674;Ethereum;ETH;16/03/2020;125;105.17;125;110.61;15984904590.00;12180483053;2
4675;Ethereum;ETH;17/03/2020;118.99;110.41;110.41;113.94;12087490572.00;12549513954;2
4676;Ethereum;ETH;18/03/2020;116.02;111.74;113.86;114.84;11617854009.00;12650160818;2
4677;Ethereum;ETH;19/03/2020;140.53;114.73;114.84;136.59;16396753275.00;15048018840;2
4678;Ethereum;ETH;20/03/2020;150.85;122.61;136.65;132.74;18960388062.00;14624949757;2
4679;Ethereum;ETH;21/03/2020;135.97;127.16;133.1;132.82;13684083308.00;14635764102;2
4680;Ethereum;ETH;22/03/2020;136.15;122.91;132.85;123.32;12497707224.00;13590860527;2
4681;Ethereum;ETH;23/03/2020;134.91;121.87;123.37;134.91;14149877968.00;14870079035;2
4682;Ethereum;ETH;24/03/2020;141.95;133.17;135.19;138.76;14609068673.00;15296295171;2
4683;Ethereum;ETH;25/03/2020;141.4;134.3;138.91;136.2;13433092920.00;15015344150;2
4684;Ethereum;ETH;26/03/2020;138.83;134.89;136.19;138.36;11367261176.00;15255985586;2
4685;Ethereum;ETH;27/03/2020;139.9;133.94;138.37;133.94;11396286629.00;14770071750;2
4686;Ethereum;ETH;28/03/2020;134.03;126.96;134.03;130.99;12162403960.00;14446379743;2
4687;Ethereum;ETH;29/03/2020;131.17;125.45;131.02;125.58;9938133669.00;13852241607;2
4688;Ethereum;ETH;30/03/2020;133.91;125.29;125.58;132.9;11841123306.00;14661550831;2
4689;Ethereum;ETH;31/03/2020;134.27;131.65;132.82;133.59;11065246317.00;14739376438;2
4690;Ethereum;ETH;1/04/2020;135.63;129.73;133.61;135.63;12456564435.00;14966424710;2
4691;Ethereum;ETH;2/04/2020;146.79;135.73;135.73;142.03;15322861686.00;15673960169;2
4692;Ethereum;ETH;3/04/2020;146.9;139.62;142.11;142.09;13184603402.00;15682757538;2
4693;Ethereum;ETH;4/04/2020;145.38;140.12;142.22;145.22;11946658257.00;16029973618;2
4694;Ethereum;ETH;5/04/2020;146.13;142.1;145.26;143.55;11280993591.00;15847283514;2
4695;Ethereum;ETH;6/04/2020;169.27;143.54;143.61;169.14;21636382525.00;18674571701;2
4696;Ethereum;ETH;7/04/2020;175.2;164.2;169.15;165.1;21659346091.00;18231455422;2
4697;Ethereum;ETH;8/04/2020;173.21;164.49;165.24;172.64;17063110836.00;19066388908;2
4698;Ethereum;ETH;9/04/2020;172.9;167.99;172.76;170.81;14901696210.00;18866106818;2
4699;Ethereum;ETH;10/04/2020;170.95;154.91;170.83;158.41;17980944616.00;17499250378;2
4700;Ethereum;ETH;11/04/2020;161.17;155.3;158.54;158.22;13555089447.00;17479687023;2
4701;Ethereum;ETH;12/04/2020;164.52;156.32;158.23;161.14;15123721386.00;17805206568;2
4702;Ethereum;ETH;13/04/2020;160.75;151.61;160.72;156.28;16465282133.00;17270031992;2
4703;Ethereum;ETH;14/04/2020;160.94;155.87;156.36;157.6;14723156630.00;17417697024;2
4704;Ethereum;ETH;15/04/2020;160.71;152.8;157.57;153.29;14171753737.00;16943501886;2
4705;Ethereum;ETH;16/04/2020;173.16;150.36;153.2;172.16;22910469236.00;19031693317;2
4706;Ethereum;ETH;17/04/2020;174.28;169.75;172.28;171.64;16714684266.00;18976660194;2
4707;Ethereum;ETH;18/04/2020;187.94;171.62;171.62;186.91;20160323443.00;20668075857;2
4708;Ethereum;ETH;19/04/2020;188.1;180.12;186.86;181.61;19146038381.00;20084614446;2
4709;Ethereum;ETH;20/04/2020;186.08;170.32;181.48;172.3;21266681335.00;19056520718;2
4710;Ethereum;ETH;21/04/2020;175.18;170.55;172.02;172.74;16458767984.00;19107591182;2
4711;Ethereum;ETH;22/04/2020;183.75;171.83;172.67;182.6;17994666395.00;20200984352;2
4712;Ethereum;ETH;23/04/2020;189.09;180.34;182.62;185.03;21275740032.00;20472236139;2
4713;Ethereum;ETH;24/04/2020;190.21;185.22;185.22;189.24;16788555028.00;20940434737;2
4714;Ethereum;ETH;25/04/2020;196.79;188.46;189.21;195.52;18260969748.00;21637838417;2
4715;Ethereum;ETH;26/04/2020;199.34;194.77;195.41;197.32;18335367012.00;21839976557;2
4716;Ethereum;ETH;27/04/2020;199.55;193.45;197.48;197.22;18670194595.00;21832392036;2
4717;Ethereum;ETH;28/04/2020;198.79;194.85;197.27;198.42;18217507467.00;21966890357;2
4718;Ethereum;ETH;29/04/2020;218.45;198.12;198.47;216.97;26397548759.00;24023887081;2
4719;Ethereum;ETH;30/04/2020;227.53;206.44;216.91;207.6;28089191904.00;22989647065;2
4720;Ethereum;ETH;1/05/2020;217.63;207.78;207.9;214.22;20816320834.00;23725367639;2
4721;Ethereum;ETH;2/05/2020;215.85;212.88;214.23;215.33;18260876092.00;23850828459;2
4722;Ethereum;ETH;3/05/2020;219.27;208.69;215.35;210.93;20469034664.00;23367177867;2
4723;Ethereum;ETH;4/05/2020;211.83;199.05;210.89;208.17;22602446422.00;23064379025;2
4724;Ethereum;ETH;5/05/2020;211.78;204.03;208.01;206.77;19004689099.00;22912129590;2
4725;Ethereum;ETH;6/05/2020;211.53;204.04;206.48;204.06;20343543799.00;22613632877;2
4726;Ethereum;ETH;7/05/2020;214.39;202.07;203.91;212.29;23594744655.00;23528981906;2
4727;Ethereum;ETH;8/05/2020;216.33;208.83;212.2;212.99;20445139356.00;23609735113;2
4728;Ethereum;ETH;9/05/2020;214.74;209.07;213.14;211.6;18950547549.00;23458353558;2
4729;Ethereum;ETH;10/05/2020;211.55;182.71;211.55;188.6;25211575193.00;20911059578;2
4730;Ethereum;ETH;11/05/2020;191.36;180.72;188.63;185.91;20054601647.00;20615704449;2
4731;Ethereum;ETH;12/05/2020;191.6;185.7;185.88;189.31;15899726284.00;20995260629;2
4732;Ethereum;ETH;13/05/2020;200.2;189.13;189.37;199.19;17054662289.00;22093789228;2
4733;Ethereum;ETH;14/05/2020;204.12;196.87;198.89;202.95;20150524861.00;22513148759;2
4734;Ethereum;ETH;15/05/2020;203.57;193.76;202.96;195.62;16602342092.00;21703086885;2
4735;Ethereum;ETH;16/05/2020;202.77;194.5;195.61;200.68;15379081645.00;22266558227;2
4736;Ethereum;ETH;17/05/2020;209.16;200.1;200.61;207.16;15470397303.00;22988575488;2
4737;Ethereum;ETH;18/05/2020;215.91;207.11;207.18;214.53;17411566928.00;23808928396;2
4738;Ethereum;ETH;19/05/2020;214.6;210.14;214.6;213.45;14346192779.00;23692625224;2
4739;Ethereum;ETH;20/05/2020;214.72;207.98;213.45;210.1;12730175511.00;23323160696;2
4740;Ethereum;ETH;21/05/2020;211.63;193.35;210.13;199.88;13308321229.00;22192109650;2
4741;Ethereum;ETH;22/05/2020;208.59;198.04;199.84;207.17;12041592114.00;23003786385;2
4742;Ethereum;ETH;23/05/2020;210.39;205.29;207.19;208.69;10665476768.00;23176030659;2
4743;Ethereum;ETH;24/05/2020;210.6;202.37;208.72;202.37;11833299572.00;22476471750;2
4744;Ethereum;ETH;25/05/2020;206.36;200.67;201.98;205.32;10415044124.00;22806813423;2
4745;Ethereum;ETH;26/05/2020;205.75;200.26;205.26;201.9;10159741290.00;22429962991;2
4746;Ethereum;ETH;27/05/2020;208.86;201.79;201.89;208.86;10631034756.00;23206144127;2
4747;Ethereum;ETH;28/05/2020;220.28;206.24;208.89;219.84;12212469604.00;24428738047;2
4748;Ethereum;ETH;29/05/2020;224.22;218.24;219.93;220.68;12265816557.00;24524484269;2
4749;Ethereum;ETH;30/05/2020;243.94;218.74;220.72;242.35;15027397867.00;26936114604;2
4750;Ethereum;ETH;31/05/2020;244.05;230.05;242.35;230.98;12234904813.00;25675542329;2
4751;Ethereum;ETH;1/06/2020;248.24;230.49;230.86;246.99;13951727936.00;27459257209;2
4752;Ethereum;ETH;2/06/2020;252.22;233.23;246.83;237.22;13782107567.00;26376031890;2
4753;Ethereum;ETH;3/06/2020;244.18;235.46;237.4;244.18;9861760817.00;27153238868;2
4754;Ethereum;ETH;4/06/2020;245.93;236.77;244.11;244.43;10170414304.00;27184018611;2
4755;Ethereum;ETH;5/06/2020;247.33;240.68;244.35;241.22;9293963914.00;26830954614;2
4756;Ethereum;ETH;6/06/2020;245.98;239.72;241.2;241.93;8114873845.00;26913140925;2
4757;Ethereum;ETH;7/06/2020;245.44;236.33;241.91;245.17;9544883157.00;27276459502;2
4758;Ethereum;ETH;8/06/2020;246.64;241.54;245.18;246.31;8076783299.00;27406923226;2
4759;Ethereum;ETH;9/06/2020;248.34;242.34;246.18;244.91;8446545788.00;27254678255;2
4760;Ethereum;ETH;10/06/2020;248.65;242.82;244.82;247.44;8792990206.00;27539945413;2
4761;Ethereum;ETH;11/06/2020;249.89;229.94;247.55;231.7;12356528860.00;25791024831;2
4762;Ethereum;ETH;12/06/2020;239.35;229.65;231.63;237.49;8868955009.00;26438827420;2
4763;Ethereum;ETH;13/06/2020;239.19;235.89;237.54;238.91;7141624980.00;26599679550;2
4764;Ethereum;ETH;14/06/2020;239.1;232.96;238.97;234.11;7439385176.00;26069111857;2
4765;Ethereum;ETH;15/06/2020;234.24;221.24;234.06;229.93;10536099884.00;25606145743;2
4766;Ethereum;ETH;16/06/2020;236.39;228.43;229.76;234.42;7965648016.00;26109047392;2
4767;Ethereum;ETH;17/06/2020;235.95;229.34;234.49;233.03;7701391592.00;25957610764;2
4768;Ethereum;ETH;18/06/2020;234.57;228.95;232.9;232.1;6713800872.00;25857495155;2
4769;Ethereum;ETH;19/06/2020;232.15;226.8;231.95;227.14;6946372590.00;25307718819;2
4770;Ethereum;ETH;20/06/2020;231.45;226.64;226.98;229.27;6252830566.00;25548837121;2
4771;Ethereum;ETH;21/06/2020;232.36;228.49;229.22;228.99;5600408178.00;25520273837;2
4772;Ethereum;ETH;22/06/2020;243.78;228.93;229;242.53;9079586552.00;27032930743;2
4773;Ethereum;ETH;23/06/2020;244.86;239.76;242.54;244.14;6624530348.00;27215606543;2
4774;Ethereum;ETH;24/06/2020;248.51;232.81;244.19;235.77;8815030025.00;26285822239;2
4775;Ethereum;ETH;25/06/2020;236.05;230.3;235.7;232.94;7010426122.00;25973707946;2
4776;Ethereum;ETH;26/06/2020;233.9;229.26;232.88;229.67;7187490226.00;25611500297;2
4777;Ethereum;ETH;27/06/2020;232.49;220.56;229.63;222.96;6918380955.00;24866429445;2
4778;Ethereum;ETH;28/06/2020;228.6;219.47;222.91;225.35;6205925718.00;25135786986;2
4779;Ethereum;ETH;29/06/2020;229.9;222.25;225.36;228.19;6726164653.00;25456513994;2
4780;Ethereum;ETH;30/06/2020;229.48;224.82;227.97;226.31;6094093001.00;25249913730;2
4781;Ethereum;ETH;1/07/2020;232.76;224.84;226.13;231.11;6463737443.00;25788404350;2
4782;Ethereum;ETH;2/07/2020;232.4;225.46;231.29;229.39;6212210566.00;25599453477;2
4783;Ethereum;ETH;3/07/2020;229.63;224.91;229.32;225.39;5109032700.00;25155571600;2
4784;Ethereum;ETH;4/07/2020;230.05;225.13;225.29;229.07;5228310135.00;25570190315;2
4785;Ethereum;ETH;5/07/2020;229.86;224.54;228.98;227.66;5292172429.00;25415950649;2
4786;Ethereum;ETH;6/07/2020;242.13;227.03;227.69;241.51;8782917553.00;26964937043;2
4787;Ethereum;ETH;7/07/2020;242.68;234.22;240.97;239.08;6441497597.00;26696376073;2
4788;Ethereum;ETH;8/07/2020;248.31;238.4;239.16;246.67;9892586411.00;27547785703;2
4789;Ethereum;ETH;9/07/2020;247.29;239.9;246.75;243.02;8429099199.00;27143016879;2
4790;Ethereum;ETH;10/07/2020;242.88;236.73;242.87;240.98;7281370522.00;26919422187;2
4791;Ethereum;ETH;11/07/2020;241.53;238.33;241.04;239.46;5643067316.00;26752161985;2
4792;Ethereum;ETH;12/07/2020;243.31;237.77;239.46;242.13;6596394718.00;27054158346;2
4793;Ethereum;ETH;13/07/2020;244.31;238.23;242.18;239.6;7787751468.00;26775071858;2
4794;Ethereum;ETH;14/07/2020;242;237.8;239.98;240.21;7357458555.00;26846147251;2
4795;Ethereum;ETH;15/07/2020;241.4;237.1;240.14;238.42;6189328448.00;26649577378;2
4796;Ethereum;ETH;16/07/2020;239.01;231.62;238.45;233.64;5832057567.00;26118155895;2
4797;Ethereum;ETH;17/07/2020;234.42;232.11;233.69;232.77;5859850529.00;26024301468;2
4798;Ethereum;ETH;18/07/2020;236.54;232.32;232.86;235.48;5397402117.00;26330601164;2
4799;Ethereum;ETH;19/07/2020;239.16;233.28;235.46;238.49;6251377305.00;26669691075;2
4800;Ethereum;ETH;20/07/2020;239.58;234.85;238.49;236.15;5600686192.00;26411853756;2
4801;Ethereum;ETH;21/07/2020;246.19;235.68;236.3;245.02;6806696015.00;27406496758;2
4802;Ethereum;ETH;22/07/2020;262.99;242.48;245.04;262.19;7702077383.00;29331058164;2
4803;Ethereum;ETH;23/07/2020;277.58;261.05;262.39;274.69;10281309262.00;30733019165;2
4804;Ethereum;ETH;24/07/2020;286.19;269.24;274.72;279.22;9466060358.00;31243266716;2
4805;Ethereum;ETH;25/07/2020;306.74;279.03;279.03;304.06;10785021813.00;34027002730;2
4806;Ethereum;ETH;26/07/2020;316.39;300.27;303.69;309.64;12003973026.00;34656472193;2
4807;Ethereum;ETH;27/07/2020;330.7;309.66;309.66;321.51;15644257058.00;35989428749;2
4808;Ethereum;ETH;28/07/2020;325.91;307.72;321.83;316.66;12357108065.00;35450097600;2
4809;Ethereum;ETH;29/07/2020;324.38;313.11;316.56;318.19;10878845706.00;35626126751;2
4810;Ethereum;ETH;30/07/2020;338.63;315.75;318.14;334.59;11827689045.00;37466380887;2
4811;Ethereum;ETH;31/07/2020;348.61;329.34;334.63;345.55;12030600492.00;38699278449;2
4812;Ethereum;ETH;1/08/2020;388.85;343.59;345.8;385.2;14045259477.00;43144477508;2
4813;Ethereum;ETH;2/08/2020;411.23;357.14;385.55;370.67;18909744275.00;41522323563;2
4814;Ethereum;ETH;3/08/2020;396.51;369.34;371.13;386.3;12834648062.00;43277729882;2
4815;Ethereum;ETH;4/08/2020;400.7;382.99;386.16;389.88;14086704221.00;43684129572;2
4816;Ethereum;ETH;5/08/2020;406.3;386.22;389.71;401.59;12875466638.00;45002213069;2
4817;Ethereum;ETH;6/08/2020;403.49;392.6;401.58;394.96;11304626458.00;44264836294;2
4818;Ethereum;ETH;7/08/2020;398.25;367.94;395.23;379.51;12751687084.00;42538578850;2
4819;Ethereum;ETH;8/08/2020;393.99;377.35;379.55;393.99;9342060531.00;44166324646;2
4820;Ethereum;ETH;9/08/2020;399.74;385.83;395.31;391.12;9451065592.00;43850292041;2
4821;Ethereum;ETH;10/08/2020;399.38;391.04;391.04;395.89;11685827893.00;44390142137;2
4822;Ethereum;ETH;11/08/2020;398.48;370.86;395.89;380.38;12792218737.00;42656945169;2
4823;Ethereum;ETH;12/08/2020;391.31;367.92;380.06;391.02;12408772745.00;43855501072;2
4824;Ethereum;ETH;13/08/2020;432.9;379.71;390.84;428.74;18480303526.00;48091569052;2
4825;Ethereum;ETH;14/08/2020;444.58;423.35;428.68;437.4;15064589987.00;49068474083;2
4826;Ethereum;ETH;15/08/2020;441.75;429.87;437.56;433.35;12416067894.00;48620820125;2
4827;Ethereum;ETH;16/08/2020;436.27;415.09;433.35;433.79;12168816874.00;48675162267;2
4828;Ethereum;ETH;17/08/2020;442.73;422.65;433.97;429.53;13227089410.00;48203426751;2
4829;Ethereum;ETH;18/08/2020;432.58;419.67;429.67;423.67;11978984079.00;47551407033;2
4830;Ethereum;ETH;19/08/2020;427.02;396.68;423.74;406.46;13137391167.00;45625864918;2
4831;Ethereum;ETH;20/08/2020;418.73;404.03;406.76;416.44;10043032427.00;46751356941;2
4832;Ethereum;ETH;21/08/2020;418.64;387.44;416.15;389.13;11781796374.00;43690315907;2
4833;Ethereum;ETH;22/08/2020;396.47;382.81;389.03;395.84;10131847985.00;44448918222;2
4834;Ethereum;ETH;23/08/2020;396.49;385.04;395.56;391.38;8137303970.00;43954518396;2
4835;Ethereum;ETH;24/08/2020;409.39;389.31;391.68;408.14;10328860398.00;45842265023;2
4836;Ethereum;ETH;25/08/2020;408.53;374.36;408.07;384;12428442042.00;43135697974;2
4837;Ethereum;ETH;26/08/2020;391.87;378.71;383.98;386.47;9967343483.00;43417926668;2
4838;Ethereum;ETH;27/08/2020;395.35;374.87;386.61;382.63;10457777652.00;42992439543;2
4839;Ethereum;ETH;28/08/2020;397.76;381.27;382.63;395.87;9120674421.00;44485705032;2
4840;Ethereum;ETH;29/08/2020;405.62;393.04;395.69;399.92;8777703481.00;44945899480;2
4841;Ethereum;ETH;30/08/2020;428.66;399.61;399.62;428.4;11211948040.00;48151884394;2
4842;Ethereum;ETH;31/08/2020;438.56;419.77;428.51;435.08;12774741797.00;48909170052;2
4843;Ethereum;ETH;1/09/2020;487.21;432.08;434.87;477.05;18862763756.00;53633933560;2
4844;Ethereum;ETH;2/09/2020;480.33;424.46;477.01;440.04;19691854014.00;49478789435;2
4845;Ethereum;ETH;3/09/2020;449.53;381.13;440.24;385.67;19622845896.00;43370721326;2
4846;Ethereum;ETH;4/09/2020;402.41;371.64;384.67;388.24;16747106257.00;43665020996;2
4847;Ethereum;ETH;5/09/2020;394.17;316.77;388.04;335.26;29880047640.00;37710860058;2
4848;Ethereum;ETH;6/09/2020;359.76;319.04;335.33;353.36;27643678917.00;39751917523;2
4849;Ethereum;ETH;7/09/2020;358.21;326.25;353.45;352.67;21763614732.00;39679199320;2
4850;Ethereum;ETH;8/09/2020;355.56;328.82;353.2;337.6;17991403432.00;37988119627;2
4851;Ethereum;ETH;9/09/2020;359.16;332.16;337.82;351.11;14547933520.00;39512826170;2
4852;Ethereum;ETH;10/09/2020;377.39;351.11;351.43;368.1;31421134556.00;41430053162;2
4853;Ethereum;ETH;11/09/2020;376.63;355.58;368.12;374.7;27296269329.00;42177302259;2
4854;Ethereum;ETH;12/09/2020;387.54;367.84;374.6;387.18;13295405814.00;43588199422;2
4855;Ethereum;ETH;13/09/2020;388.96;354.34;387.52;365.57;15005899191.00;41160025962;2
4856;Ethereum;ETH;14/09/2020;384.49;357.57;365.7;377.27;17536695361.00;42482307939;2
4857;Ethereum;ETH;15/09/2020;381.51;363.61;377.15;364.84;16140584321.00;41087642853;2
4858;Ethereum;ETH;16/09/2020;372.77;356.68;364.74;365.81;16107612177.00;41202147932;2
4859;Ethereum;ETH;17/09/2020;393.9;364.8;365.87;389.02;19899531080.00;43821351213;2
4860;Ethereum;ETH;18/09/2020;391.9;376.96;389.34;384.36;14108357740.00;43302193327;2
4861;Ethereum;ETH;19/09/2020;387.08;378.72;384.04;385.54;11049507684.00;43440360815;2
4862;Ethereum;ETH;20/09/2020;385.6;367.09;385.6;371.05;12292195784.00;41812641074;2
4863;Ethereum;ETH;21/09/2020;375.74;336.07;371.4;341.79;17398267133.00;38519366615;2
4864;Ethereum;ETH;22/09/2020;346.6;336.86;341.72;344.5;12732578043.00;38830213878;2
4865;Ethereum;ETH;23/09/2020;344.67;318.97;344.59;321.12;12899346599.00;36196531454;2
4866;Ethereum;ETH;24/09/2020;351.46;318.55;320.99;349.36;15714304470.00;39384347822;2
4867;Ethereum;ETH;25/09/2020;357.77;339.02;349.41;352.18;14381086966.00;39707914546;2
4868;Ethereum;ETH;26/09/2020;355.85;348.11;352.35;355.49;13049148579.00;40085290850;2
4869;Ethereum;ETH;27/09/2020;361.98;349.83;354.96;357.44;13598126926.00;40309981004;2
